Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Location],[Reporting Type],[Sex]
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","430","Liberia","2010","0.43","2010","Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","430","Liberia","2010","1.34417","2010","Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","430","Liberia","2010","0.51458","2010","Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","430","Liberia","2010","1.31583","2010","Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","430","Liberia","2010","0.46958","2010","Liberia Institute of Statistics and Geo-Information Services (LISGIS) based on Labour Force Survey 2010 ","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.04167","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","1.73625","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","20-74","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.87917","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.26667","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","3.10417","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.48625","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","20-74","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.06667","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.12083","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","45-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.41667","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","45-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","1.89167","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","0.45","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","440","Lithuania","2003","1.35417","2003","Statistics Lithuania based on Time Use Survey","Travel related to unpaid care work is not included.","C","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","442","Luxembourg","2014","1.73625","2014","Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","442","Luxembourg","2014","0.76375","2014","Calculated by UNSD based on available country data from the Time use of Luxembourg residents to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","458","Malaysia","2003","3.95833","2003","Calculated by UNSD based on available country data from the Unpaid work survey to apply ICATUS.","","CA","PERCENT","15-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","458","Malaysia","2003","1.52792","2003","Calculated by UNSD based on available country data from the Unpaid work survey to apply ICATUS.","","CA","PERCENT","15-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","470","Malta","2002","0.76375","2002","Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","470","Malta","2002","1.66667","2002","Calculated by UNSD based on available country data from the Time use survey 2002 (pilot) to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","480","Mauritius","2003","3.05542","2003","Calculated by UNSD based on available country data from the The Continuous Multi-Purpose Household Survey (CMPHS) to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","480","Mauritius","2003","0.90292","2003","Calculated by UNSD based on available country data from the The Continuous Multi-Purpose Household Survey (CMPHS) to apply ICATUS.","","CA","PERCENT","10+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2002","1.97581","2002","INEGI based on National time use survey 2002  (Module in ENIGH)","","C","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2002","6.98173","2002","INEGI based on National time use survey 2002  (Module in ENIGH)","","C","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","10.97632","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","3.98638","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","7.27477","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.16379","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.3919","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.61717","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","12.42899","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.48765","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","9.33606","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","6.82184","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.88242","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","12.30611","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","11.99564","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.40243","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","7.58616","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.23726","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","3.84832","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.77274","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.28058","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.27681","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","18.08256","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","9.01786","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","6.62374","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.3306","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","12.57295","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.51051","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.26724","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","7.31411","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","17.7661","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.14299","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","11.91607","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","10.69258","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.45058","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","12+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.10311","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","13.14772","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","3.51013","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.17152","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","5.27483","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","7.11731","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","19.33924","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","12.02028","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2009","4.10944","2009","INEGI based on National time use survey 2009 ","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","17.6147","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.74573","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","11.97695","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.73543","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","11.19256","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.91308","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","10.49138","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.06521","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.16918","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","5.69364","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","11.20105","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.74491","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.57735","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.39953","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.41706","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","5.41294","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.60791","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","7.51545","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","6.01586","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","16.82434","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.18998","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","9.76672","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.99548","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.18953","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.16153","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","5.57056","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.48387","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","8.89772","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.87335","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","RURAL","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.10284","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","65+","RURAL","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","4.2451","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","11.06678","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.53845","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","16.61743","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","7.1818","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","45-54","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","5.37284","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","55-64","URBAN","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","6.09934","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","25-44","URBAN","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","11.26098","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","3.99311","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","10.64589","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","2.65324","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","484","Mexico","2014","10.0962","2014","INEGI based on National time use survey 2014 ","","C","PERCENT","15-24","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","496","Mongolia","2000","1.11125","2000","National Statistical Office based on Time Use Survey (pilot)","Results provided for this questionnaire are produced based on the survey respondents and not weighted.","C","PERCENT","12+","ALLAREA","G","MALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","496","Mongolia","2000","3.20417","2000","National Statistical Office based on Time Use Survey (pilot)","Results provided for this questionnaire are produced based on the survey respondents and not weighted.","C","PERCENT","12+","ALLAREA","G","FEMALE"
"5","5.4","5.4.1","SL_DOM_TSPDCW","Proportion of time spent on unpaid care work, by sex, age and location (%)","496","Mongolia","2007","2.84708","2007","National Statistical Office based on Time Use Survey 2007","Results provided for this questionnaire are produced based on the survey respondents and not weighted.","C","PERCENT","12+","ALLAREA","G","FEMALE"
